original,modern translation
ᄃᆡ감이발을드르신후로ᄂᆡ렴의크게근심ᄒᆞᄉᆞ일염의ᄉᆡᆼ각ᄒᆞ시되이놈이본ᄅᆡ범상ᄒᆞᆫ놈이아니요ᄯᅩᄒᆞᆫ쳔ᄉᆡᆼ되물ᄌᆞᄐᆞᆫᄒᆞ여만일범남ᄒᆞᆫ마음을머그면누ᄃᆡ갈츙보국ᄒᆞ던일이쓸ᄃᆡ업고ᄃᆡ화일문의밋츠리니밀이져을업셰여ᄀᆞ화을덜고져ᄒᆞᄂᆞ인졍의ᄎᆞ마못ᄒᆞᆯᄇᆡ라ᄉᆡᆼ각이이려ᄒᆞᆫ즉션쳐ᄒᆞᆯ도리업셔일념이병이되여식불감침불안ᄒᆞ시ᄂᆞᆫ지라초낭이긔ᄉᆡᆨ을ᄉᆞᆯ핀후의승간ᄒᆞ여엿ᄌᆞ오ᄃᆡ길동이관상여의말ᄉᆞᆷ갓치왕긔잇셔만일범남ᄒᆞᆫ일이잇ᄉᆞ오면ᄀᆞ화장ᄎᆞ측냥치못ᄒᆞᆯ지라어린소견은져근혐의를ᄉᆡᆼ각지말으시고큰일을ᄉᆡᆼ각ᄒᆞ와져를미리업시ᄒᆞᆷ만갓지못ᄒᆞᆯᄀᆞᄒᆞᄂᆞ이다,"대감이 이 말을 들으신 후로 내념에 크게 근심하사 일념에 생각하시되,
""이놈이 본래 범상한 놈이 아니요, 또 천생됨을 자탄하여 만일 범람한 마음을 먹으면 누대 갈충보국하던 일이 쓸데없고 대화 일문에 미치리니 미리 저를 없애어 가화를 덜고자 하나 인정에 차마 못할 바라.""
생각이 이러한즉 선처할 도리없어 일념이 병이 되어 식불감 침불안하시는지라.
초낭이 기색을 살핀 후에 승간하여 여쭈오되,
""길동이 관상년의 말씀같이 왕기 있어 만일 범람한 일이 있사오면 가화 장차 측량치 못할지라. 어리석은 소견은 적은 혐의를 생각지 마시고 큰 일을 생각하여 저를 미리 없이 함만 같지 못할까 하나이다."""
ᄃᆡ감이ᄃᆡᄎᆡᆨ왈이말을경솔이ᄒᆞᆯᄇᆡ아니여날네엇지입을직키지못ᄒᆞᄂᆞ뇨도시ᄂᆡ집ᄀᆞ운을네알ᄇᆡ아니이라ᄒᆞ시니초낭이황공ᄒᆞ여다시말ᄉᆞᆷ을못ᄒᆞ고ᄂᆡ당의드러ᄀᆞ부인과ᄃᆡ감의장ᄌᆞ을ᄃᆡᄒᆞ야엿ᄌᆞ오되ᄃᆡ감이관상녀의말ᄉᆞᆷ을드르신후로ᄉᆞ렴의션쳐ᄒᆞ실도리업ᄉᆞ와침식이불안ᄒᆞ시더니일렴의병환이되시긔로소인이일젼의여ᄎᆞ여ᄎᆞᄒᆞᆫ말ᄉᆞᆷ을알외온즉ᄭᅮ종이낫삽긔로다시엿ᄌᆞᆸ지못ᄒᆞ여ᄊᆞᆸ거니와소인이ᄃᆡ감의마음을취ᄐᆡᆨᄒᆞ온즉ᄃᆡ감계옵셔도져를미리업셰고져ᄒᆞ시되ᄒᆞ마거쳐치못ᄒᆞ오니미련ᄒᆞᆫ소견으로ᄂᆞᆫ션쳐ᄒᆞᆯ모ᄎᆡᆨ이길동을몬져업신후의ᄃᆡ감ᄭᅴ아뢰즉이위져즌일이라ᄃᆡ감계옵셔도엇지할슈업ᄉᆞ와마ᄋᆞᆷ을아조이즐ᄀᆞᄒᆞ옵ᄂᆞ이다,"대감이 대책 왈,
""이 말을 경솥히 할 바가 아니거늘, 네 어쩌 입을 지키지 뭇하느냐? 도시 내 집 가운을 네 알 바가 아니라.""
하시니, 초낭이 황공하여 다시 말씀을 못하고, 내당에 들어아 부인과 대감의 장자를 대하여 여쭈오되,
""대감이 관상녀의 말씀을 들으신 후로 사념에 선처하실 도리 없사와 침식이 불안하시더니 일념의 병환이 되시기로 소인이 일전에 여차여차한 말씀을 아뢰온즉 꾸중이 났는 고로 다시 여쭙지 못하였거니와, 소인이 대감의 마음을 취택하온즉 대감께서도 저를 미리 없애고자 하시되 차바 거처치 못하오니, 미련한 소견으로는 선처할 모책이 길동을 먼저 없앤 후에 대감께 아뢰면 이미 저질러진 일이라 대감께서도 어찌 할 수 업사와 마음을 아주 잊을까 하옵나이다."""
부인이빈츅왈일은그러ᄒᆞ거니와인졍쳔리의ᄎᆞ마ᄒᆞᆯᄇᆡ안이라ᄒᆞ시니초낭이다시엿ᄌᆞ오ᄃᆡ이일이여러ᄀᆞ지관겨ᄒᆞ오니ᄒᆞᆫ나흔국ᄀᆞ을위ᄒᆞᆷ미요두른은ᄃᆡ감의환후을위ᄒᆞ미요셰슨홍씨일문을위ᄒᆞ미요니엇지져근ᄉᆞ졍으로우유부단ᄒᆞ와여러ᄀᆞ지큰일을ᄉᆡᆼ각지아니ᄒᆞ시다ᄀᆞ후회막급이되오면엇지ᄒᆞ오릿ᄀᆞᄒᆞ며만단으로부인과ᄃᆡ감의장ᄌᆞ을달ᄂᆡ니마지못ᄒᆞ여허락ᄒᆞ시거날초낭이암희ᄒᆞ야나와특ᄌᆞ라ᄒᆞᄂᆞᆫᄌᆞᄀᆡᆨ을쳥ᄒᆞ여슈말을다젼ᄒᆞ고은ᄌᆞ을만이쥬워오날밤의길동을ᄒᆡᄒᆞ라약속을졍ᄒᆞ고다시ᄂᆡ당의드러ᄀᆞ부인젼의슈말을엿ᄌᆞ오니부인이드르시고발을구르시며못ᄂᆡᄎᆞ셕ᄒᆞ시더라,"부인이 빈축 왈,
""일은 그러하거니와 인정천리에 차마 할 바가 아니라.""
하시니, 초낭이 다시 어쭈오되,
""이 일이 여러가지 관계하오니, 하나는 국가를 위함이요, 둘은 대감의 환후를 위함이요, 셋은 홍씨 일문을 위함이오니, 어찌 적은 사정으로 우유부단하여 여러가지 큰 일을 생각지 아니하시다가 후회막급이 되오면 어리 하오리까?""
하며, 만단으로 부인과 대감의 장자를 달래니, 마지 못하여 허락하시거늘, 초낭이 암회하여 나와 특자라 하는 자객을 청하여 수말을 다 전하고 은자를 많이 주어 오늘 밤에 길동을 해하라 약속을 정하고, 다시 내당에 들어가 부인전에 수말을 여쭈오니, 부인이 들으시고 발을 구르시며 못내 차석하시더라."
이젹의길동은나희십일셰라기골이쟝ᄃᆡᄒᆞ고용ᄆᆡᆼ이졀뉸ᄒᆞ며시셔ᄇᆡᆨᄀᆞ여을무블통지ᄒᆞᄂᆞᄃᆡ감분부의밧긔츌입을막으시ᄆᆡ홀노별당의쳐ᄒᆞ여손오의병셔을통니ᄒᆞ여귀신도측냥치못ᄒᆞᄂᆞᆫ슐볍이며쳔지조화을품어풍운을임의로부리며육졍육갑의신장을부려신츌귀몰지술을통달ᄒᆞ니셰상의두려온거시업더라,"이때의 길동은 나이 십일세라. 기골이 장대하고, 총맹이 절륜하며, 시서백가어를 무불통지하나, 대감 분부에 바깥 출입을 막으시매, 홀로 별당에 처하여 손오의 병서를 통리하여 귀신도 즉량치 못하는 술법이며 천지조화를 품어 풍운을 임의로 부리며, 육정육갑이 신장을 부려 신출귀몰지술을 통달하니 세상에 두려운 것이 없더라."
이날밤ᄉᆞᆷ경이된후의쟝ᄎᆞ셔안을물이치고취침ᄒᆞ려ᄒᆞ더니문득창밧긔셔ᄀᆞ마귀셰변울고셔으로나라ᄀᆞ거날마ᄋᆞᆷ의놀ᄂᆡᄒᆡ혹ᄒᆞ니ᄀᆞ마귀셰변ᄀᆡᆨᄌᆞ와ᄀᆡᆨᄌᆞ와ᄒᆞ고셔으로나라ᄀᆞ나분병ᄌᆞᄀᆡᆨ이오는지라엇던ᄉᆞᄅᆞᆷ이날을ᄒᆡ코져ᄒᆞᄂᆞᆫ고암커ᄂᆞ방신지게을ᄒᆞ리라ᄒᆞ고방즁의팔진을치고각각방위을밧고와남방의이허즁운북방의감즁연의옴긔고동방진하연은셔방ᄐᆡ상졀의옴긔고건방의건ᄉᆞᆷ연은숀방손하졀의옴긔고곤방의곤ᄉᆞᆷ졀은간방간상연의옴겨그ᄀᆞ온ᄃᆡ풍운을너허조화무궁케버리고ᄯᆡ을긔다리니라,"이날 밤 삼경이 된 후에 장차 서안을 물리치고 취침하려 하더니 문득 창 밖에서 까마귀 세 번 울고 서로 날아가거늘, 마음에 놀래 해혹하니,
""까마귀 세 번 '객자와 객자와' 하고 서로 날아가니 분명 자객이 오는지라. 어떤 사람이 나를 해코자 하는고? 암커나 방신지계를 하니라.""
하고, 방중에 팔진을 치고 각각 방위를 바꾸어, 남방의 이허중은 북방의 감중련에 옮기고, 동방 진하련은 서방 태상절에 옮기고, 건방의 건삼련은 손방 손하절에 옮기고, 곤방의 곤삼절은 간방 간상련에 옮겨, 그 가운데 풍운을 넣어 조화무궁페 벌리고 때를 기다리니다."
이젹의특ᄌᆞ비슈을들고길동거쳐ᄒᆞᄂᆞᆫ병당의ᄀᆞ몸을슘긔고그ᄌᆞᆷ들긔을긔다리더니난ᄃᆡ업슨ᄀᆞ마귀창밧긔와울고ᄀᆞ거날마음의크게의심ᄒᆞ여왈이김ᄉᆡᆼ이무슨알미잇셔쳔긔을누셜ᄒᆞᄂᆞᆫ고길동은실노범상ᄒᆞᆫᄉᆞᄅᆞᆷ이아니로다피련다일의크게쓰리라ᄒᆞ고도라ᄀᆞ고져ᄒᆞ다ᄀᆞ은ᄌᆡ의욕심이몸을ᄉᆡᆼ각지못ᄒᆞ야이시ᄒᆞᆫ후몸을날여방즁의드러ᄀᆞ니길동은간ᄃᆡ업고일진광풍이이러나뇌셩벽녁이쳔지진동ᄒᆞ며운무ᄌᆞ옥ᄒᆞ여동셔을분별치못ᄒᆞ며좌우을살펴보니쳔봉만학이즁즁쳡쳡ᄒᆞ고ᄃᆡᄒᆡ창일ᄒᆞ야졍신을슈십지못ᄒᆞᄂᆞᆫ지라특ᄌᆞᄂᆡ렴의혜아리되ᄂᆡ앗가분명방즁의드러와거든산은어인산이며물은어인물인고ᄒᆞ야갈바을아지못ᄒᆞ더니문득옥져소ᄅᆡ드리거날살펴보니쳥의동ᄌᆞᄇᆡᆨ학을타고공즁의다니며불너왈너ᄂᆞᆫ엇더ᄒᆞᆫᄉᆞᄅᆞᆷ이과ᄃᆡ이집푼밤의비슈을들고뉘를ᄒᆡ코져ᄒᆞᄂᆞᆫ다특ᄌᆞᄃᆡ왈네분명길동이로다나ᄂᆞᆫ너희부형의명영을바다너를ᄎᆔᄒᆞ려왓노라ᄒᆞ고비슈을드러더지니문득길동은간ᄃᆡ업고음풍이ᄃᆡ작ᄒᆞ고벽녁이진동ᄒᆞ며즁쳔의살긔ᄲᅮᆫ이로다,"이때에 특자 비수를 들고 길동 거처하는 별당에 가서 몸을 숨기고 그 잠들기를 기다리더니, 난데없는 까마귀 창 밖에 와 울고 가거늘 마음에 크게 의심하여 왈,
""이 짐승이 무슨 앎이 있어 천기를 누설하는고? 길동은 실로 범상한 사람이 아니로다. 필연 타일에 크게 쓰리라.""
하고, 돌아가고자 하다가 은자에의 욕심이 몸을 생각치 못하여 이시한후에 몸을 날려 방중에 들어가니, 길동은 간 데 억고, 일진광풍이 일어나 뇌성벽력이 천지 진동하며 운무 자욱하여 동서를 분별치 못하며 좌우를 살펴보니 천봉만학이 중중첩첩하고, 대해 창일하여 정신을 수습치 못하는지라.
특자 내념에 헤아리되,
""내 아까 분명 방중에 들어왔거늘 산은 어인 산이며, 물은 어인 물인고?""
하여 갈 바를 알지 못하더니, 문득 옥적소리 들리거늘, 살펴보니 청의동자 백학을 타고 공중에 다니며 불러 왈,
""너는 어떠한 사람이관대 이 깊은 밤에 비수를 들고 누구를 해코자 하느냐?""
특자 대왈,
""네 분명 길동이로다. 나는 너의 부형의 명령을 받아 너를 취하러 왔노라.""
하고 비수를 들어 던지니, 문득 길동은 간 데 없고, 음풍이 대작하고 벽력이 진동하며, 중천에 살기 뿐이로다."
즁심의ᄃᆡ겁ᄒᆞ여칼을ᄎᆞ즈며왈ᄂᆡ남의ᄌᆡ물을욕심ᄒᆞ다ᄀᆞᄉᆞ지예ᄲᆞ졋쓰니슈원슈구ᄒᆞ리요ᄒᆞ며긔리탄식ᄒᆞ더니문득이윽고길동이비슈을들고공즁의셔위여왈필부ᄂᆞᆫ드르라네ᄌᆡ물을탐ᄒᆞ여무죄ᄒᆞᆫ인명을살ᄒᆡ코져ᄒᆞ니이졔너을살녀두멘일후의무죄ᄒᆞᆫᄉᆞᄅᆞᆷ이허다이상얼지라엇지살녀보ᄂᆡ리요ᄒᆞᆫᄃᆡ특ᄌᆞᄋᆡ결왈과연소인의죄아니오라공ᄌᆞᆺᄃᆡᆨ초낭ᄌᆞ의소위오니바ᄅᆡ옵건ᄃᆡᄀᆞ련ᄒᆞᆫ인명을구졔ᄒᆞ옵셔일후의ᄀᆡ과ᄒᆞ게ᄒᆞ옵소셔길동이더옥분을이긔지못ᄒᆞ야왈네의약관이하날의ᄉᆞ못ᄎᆞ오날날ᄂᆡ손을비러악ᄒᆞᆫ유을업시게ᄒᆞ미라ᄒᆞ고언파의특ᄌᆞ의목을쳐바리고신장을호령ᄒᆞ여동ᄃᆡ문밧긔상녀을ᄌᆞᄇᆞᄃᆞᄀᆞ수죄ᄒᆞ여왈네요망ᄒᆞᆫ년으로ᄌᆡ상ᄀᆞ의출입ᄒᆞ며인명을상ᄒᆡᄒᆞ니네죄을네아ᄂᆞᆫ다,"중심에 대겁하여 칼을 찾으며 왈,
""내 남의 재물을 욕심하다가 사지에 빠졌으니 수원수구하리요.""
하며, 길게 탄식하더니, 문득 이윽고 길동이 비수를 들고 공중에서 외쳐 왈,
""필부는 들으라. 네 재물을 탐하여 무죄한 인명을 살해코자 하니 이제 너를 살려두면 일후에 무죄한 사람이 허다히 상할지라. 어찌 살려 보내리요.""
한대, 특자 애걸 왈,
""과연 소인의 죄 아니오라 공잣댁 초낭자의 소위오니, 바라옵건데 가련한 인명을 구제하셔서 일후에 개과하게 하옵소서.""
길동이 더욱 분을 이기지 못하여 왈,
""너의 약관이 하늘에 사무쳐 오늘날 나의 손을 빌어 악한 유를 없애게 함이라.""
하고, 언파에 특자의 목을 쳐버리고, 신장을 호령하여 동대문 밖의 상녀를 잡아다가 수죄하여 왈,
""네 요망한 년으로 재상가에 출입하며 인명을 상해하니 네 죄를 네 아느냐?""
"
관상녀졔집의셔ᄌᆞ오다ᄀᆞ풍운의ᄊᆞ이여호호탕탕이아모ᄃᆡ로ᄀᆞᄂᆞᆫ줄모로더니문득길동의ᄭᅮ짓ᄂᆞᆫ소ᄅᆡ을듯고ᄋᆡ결왈이ᄂᆞᆫ다소녀의죄ᄀᆞ아니오라초낭ᄌᆞ의ᄀᆞ르치미오니바ᄅᆡ건ᄃᆡ인후ᄒᆞ신마음의죄을관셔ᄒᆞ옵소셔ᄒᆞ거날길동이가로ᄃᆡ초낭ᄌᆞᄂᆞᆫᄂᆡ의의모라의논치못ᄒᆞ련이와너의갓ᄐᆞᆫ악종을ᄂᆡ엇지살녀두리요후ᄉᆞᄅᆞᆷ을징계ᄒᆞ리라ᄒᆞ고칼을드러머리을버혀특ᄌᆞ의쥬검ᄒᆞᆫᄐᆡ더지고분ᄒᆞᆫ마음을것ᄌᆞᆸ지못ᄒᆞ야바로ᄃᆡ감젼의나아ᄀᆞ이변괴을아뢰고초낭을버히려ᄒᆞᄃᆞᄀᆞ호련ᄉᆡᆼ각왈영인부아년졍무아부인이라ᄒᆞ고ᄯᅩᄂᆡ일시분으로엇지일뉸을ᄭᅳᆫ으리요ᄒᆞ고바로ᄃᆡ감침소의나ᄋᆞᄀᆞ졍하의업듸엿더니잇ᄯᆡᄃᆡ감이잠을ᄭᆞ여문밧긔인젹잇스물괴히녀겨창을열고보시니길동이졍하의업더여거날분부왈이졔밤이이무집펏거날네엇지ᄌᆞ지아니ᄒᆞ고부ᄉᆞᆷ년고로이러ᄒᆞᄂᆞᆫ다,"관상녀 제 집에서 자다가 풍운에 쌓이어 호호탕탕이 아무 데로 가는줄 모르더니, 문득 길동의 꾸짙는 소리를 듣고 애걸 왈,
""이는 다 소녀의 죄가 아니오라 초낭자의 가르침이오니 바라건대 인후하신 마음에 죄를 관서하옵소서.""
하거늘, 길동이 가로되,
""초낭자는 나의 의모라 의논치 못하려니와 너같은 악종을 내 어찌 살려 두리요. 후 사람을 징계하리라.""
하고. 칼을 들어 머리를 베어 특자외 주검한테 던지고, 분한 마음을 것잡지 못하여 바로 대감전에 나아가 이 변괴를 아뢰고 초낭을 베려하다가 홀연 생각 왈,
""영인부아언정 무아부인이라.""
하고, 또
""내 일시 분으로 어찌 인륜을 끊으리요.""
하고, 바로 대감 침소에 나아가 정하에 엎드리더니, 이때 대감이 잠을 깨어 문 밖에 인적 있음을 괴히 여겨 창을 열고 보시니, 길동이 정하에 엎드렸거늘, 분부 왈,
""이제 밤이 이미 깊었거늘 네 어찌 자지 아니하고 무슨 연고로 이러하느냐?"""
길동이쳬읍ᄃᆡ왈ᄀᆞᄂᆡ예흉ᄒᆞᆫ변이잇ᄉᆞ와목슘을도망ᄒᆞ여나ᄀᆞ오니ᄃᆡ감젼의ᄒᆞ직ᄎᆞ로와ᄂᆞ이다ᄃᆡ감이놀ᄂᆡ여심ᄂᆡ의상냥ᄒᆞ시되피련무ᄉᆞᆷ곡졀이잇도다ᄒᆞ시고ᄀᆞ로ᄃᆡ무슨일인지날이ᄉᆡ면아련이와급피도라ᄀᆞᄌᆞ고분부을긔다리라ᄒᆞ시니길동이복지쥬왈소인이이제로집을ᄯᅥ나가오니ᄃᆡ감쳬후만복ᄒᆞ옵소셔소인이다시뵈올긔약이망연ᄒᆞ오이다ᄃᆡ감이혜아리되길동은범뉴아니라말유ᄒᆞ여도듯지아닐ᄒᆞᆯ쥴짐작ᄒᆞ시고ᄀᆞ로ᄃᆡ네이졔집을ᄯᅥᄂᆞ면어ᄃᆡ로갈다길동이부복쥬왈목슘을도망ᄒᆞ와쳔지로집을ᄉᆞᆷ고나ᄀᆞ오니엇지졍쳐잇ᄉᆞ오릿ᄀᆞ마는평ᄉᆡᆼ원ᄒᆞᆫ이ᄀᆞᄉᆞᆷ의ᄆᆡᆺ쳐셜원ᄒᆞᆯ날이업ᄉᆞ오니더옥키셜워ᄒᆞ나이다ᄒᆞ거날,"길동이 체읍 대왈,
""가내에 흉한 변이 있사와 목숨을 도망하여 나가오니 대감전에 하직차로 왔나이다.""
대감이 상량하시되,
""필연 무슨 곡절이 있도다.""
하시고 가로되,
""무슨 일인지 날이 새면 알려니와 급히 돌아가 자고 분부를 기다리라.""
하시기, 길동이 복지 주왈,
""소인이 이제로 집을 떠나가오니 대감 체후만복하옵소서. 소인이 다시 뵈올 기약이 망연하오이다.""
대감이 헤아리되, 길동은 범류 아니라 만류하여도 듣지 아니 할 줄 짐작하시고 가로되,
""네 이제 집을 떠나면 어디로 가느냐?""
길동이 부복 주왈,
""목숨을 도망하여 천지로 집을 삼고 나가오니 어찌 정처 있사오리까마는 평생 원한이 가슴에 맺혀 설원할 날이 없사오니 더욱 설워하나이다.""
하거늘."
ᄃᆡ감이위로왈오날노붓터네원을푸러쥬ᄂᆞᆫ거시니네ᄂᆞᄀᆞᄉᆞ방의쥬류할지라도부ᄃᆡ죄을지허부형으게환을ᄭᅴ치지말고슈히도라와ᄂᆡ의마음을위로ᄒᆞ라여러말아니ᄒᆞ니부ᄃᆡ겸염ᄒᆞ여라ᄒᆞ시니길동이이러나다시졀ᄒᆞ고쥬왈부친이오날날젹년소원을푸러쥬시니이졔쥭어도한이업ᄉᆞ올지라황공무지오니복망아반임은만셰무강ᄒᆞ소셔ᄒᆞ며인ᄒᆞ여하직을고ᄒᆞ고나와바로그모친침실의드러ᄀᆞ어미을ᄃᆡᄒᆞ여ᄀᆞ로ᄃᆡ소ᄌᆡ이졔목슘을도망ᄒᆞ여집을ᄯᅥᄂᆞ오니모친은불효ᄌᆡ을ᄉᆡᆼ각지마르시고계시오면소ᄌᆞ도라와뵈올날이잇ᄉᆞ오니달니염녜마옵시고ᄉᆞᆷᄀᆞ조심ᄒᆞ와쳔금귀쳬을보즁ᄒᆞ옵소셔ᄒᆞ고초낭의작변ᄒᆞ던일을종두지미ᄒᆞ여낫낫치셜화ᄒᆞ니그어미그변괴을ᄌᆞ셰히드른후의길동을말유치못활쥴알고인ᄒᆞ여탄식왈네이졔나ᄀᆞ잠간화을피ᄒᆞ고어미낫츨보와슈히도라와날노ᄒᆞ여곰실망ᄒᆞᄂᆞᆫ병이업게ᄒᆞ라ᄒᆞ며못ᄂᆡ셜워ᄒᆞ니길동이무슈히위로ᄒᆞ며눈믈을거두워ᄒᆞ직ᄒᆞ고문밧긔나셔니광ᄃᆡᄒᆞᆫ쳔지ᄀᆞᆫ의ᄒᆞᆫ몸이용납ᄒᆞᆯ고지업ᄂᆞᆫ지라탄식으로졍쳐업시ᄀᆞ니라,"대감이 위로 왈,
""오늘로부터 네 원을 풀어주는 것이니 네 나가 사방에 주류할지라도 부디 죄를 지어 부형에게 환을 끼치지 말고 쉬이 돌아와 나의 마음을 위로하라. 여러 말 아니하니 부디 겸염하여라.""
하시니. 길동이 일어나 다시 절하고 주왈,
""부친이 오늘날 적년소원을 풀어 주시니 이제 죽어도 한이 없사올지라. 황공무지오니 복망 아버님은 만수무강하소서.""
하며, 인하여 하직을 구하고 나와 바로 그 모친 침실에 들어가 어미를 대하여 가로되,
""소자가 이제 목숨을 도망하여 집을 떠나오니 모친은 불효자를 생각지 마시고 계시오면 소자 돌아와 뵈올 날이 있사오니 달리 염려 마옵시고 삼가 조심하여 천금귀체를 보중하옵소서.""
하고, 초낭의 작변하던 일을 종두지미하여 낱낱이 설화하니, 그 어미 그 변괴를 자세히 들은 후에 길동을 만류치 못할 줄 알고 인하여 탄식 왈,
""네 이제 나가 잠간 화를 피하고 어미 낮을 보아 쉬이 돌아와 나로 하여금 실망하는 병이 업게 하라.""
하며 못내 설워하니, 길동이 무수히 위로하며 눈물을 거두어 하직하고 문 밖에 나서니 광대한 천지간에 한 몸이 용납할 곳이 없는지라. 탄식으로 정처없이 가니라."
이젹의부인이ᄌᆞᄀᆡᆨ을길동의게보ᄂᆡ쥴알으시고밤이맛도록ᄌᆞᆷ을이뢰지못ᄒᆞ고무슈히탄식ᄒᆞ시니장ᄌᆞ길현이위로왈소ᄌᆞ도시러곰마지못ᄒᆞ온일이오니져쥭은후이라도엇지ᄒᆞᆫ이업ᄉᆞ오릿ᄀᆞ졔어미을더옥이후ᄃᆡᄒᆞ여일ᄉᆡᆼ을편케ᄒᆞ옵고졔의시신을후장ᄒᆞ여야쳐ᄒᆞᆫ마음을만분지일이나덜을ᄀᆞᄒᆞᄂᆞ이다ᄒᆞ고밤을지ᄂᆡ더니잇틋날평명의초낭이별당의날이박도록소식업스물괴이녀겨ᄉᆞᄅᆞᆷ을보ᄂᆡ여탐지ᄒᆞ니길동은간ᄃᆡ업고목업는쥭염두리방즁의ᄭᅥᆺ구려져거날ᄌᆞ셰히보니특ᄌᆞ와관상녀라초낭이이말을듯고크게놀ᄂᆡ여급피ᄂᆡ당의드러ᄀᆞ이ᄉᆞ연을부인게고ᄒᆞ니부인이ᄃᆡ경ᄒᆞ여장ᄌᆞ길현을블너길동을ᄎᆞ즈되종시거쳐을아지못ᄒᆞᄂᆞᆫ지라,"이때에 부인이 자객을 길동에게 보낸 줄 아시고 밤이 새도록 잠을 이루지 못하고 무수히 탄식하시니, 장자 길현이 위로 왈,
""소자도 능히 마지 못하온 일이오니 저 죽은 후에라도 어찌 한이 없사오리까? 제 어미를 더욱 후대하여 일생을 편케 하옵고, 제의 시신을 후장하여 야처한 마음을 만분지일이나 덜을까 하나이다.""
하고 밤을 지내더, 이튿날 평명에 초낭이 별당에 날이 밝도록 소식 없음을 괴히 여겨 사람을 보내 탐지하니, 길동은 간데 없고 목 없는 주검 둘이 방중에 거꾸러져 있거늘, 자세히 보니 특자와 관상녀라. 초낭이 이 말을 듣고 크게 놀래어 급히 내당에 들외가 이 사연을 부인께 고하니, 부인이 대경하여 장자 길현을 볼러 길동을 찾으되 종시 거처를 알지 못하는지라."
